sample_id,method,final_answer,reliability_score,risk_level,agreement_rate,avg_confidence,evidence_support_score,answer_diversity,minority_warning,decision_note
fever_0656,dynamic_decision,NOT ENOUGH INFO,0.34375,medium,0.5,0.675,0.5,0.75,True,采纳多数答案，并根据可靠性评分分级
fever_0657,dynamic_decision,SUPPORTED,0.96025,medium,1.0,0.985,1.0,0.25,False,事实核查非NEI共识仍需证据审查，避免低风险误判
fever_0661,dynamic_decision,SUPPORTED,0.9125,medium,1.0,1.0,0.75,0.25,False,事实核查非NEI共识仍需证据审查，避免低风险误判
fever_0663,dynamic_decision,SUPPORTED,0.638125,medium,0.75,0.8875,1.0,0.5,True,触发少数派预警
fever_0665,dynamic_decision,SUPPORTED,0.69875,medium,0.75,0.825,0.75,0.5,False,采纳多数答案，并根据可靠性评分分级
fever_0669,dynamic_decision,,0.430625,high,0.5,0.8375,0.75,0.5,True,无唯一多数答案，建议人工复核
fever_0671,dynamic_decision,SUPPORTED,0.903125,medium,1.0,0.9375,0.75,0.25,False,事实核查非NEI共识仍需证据审查，避免低风险误判
fever_0678,dynamic_decision,REFUTED,0.906875,medium,1.0,0.9625,0.75,0.25,False,事实核查非NEI共识仍需证据审查，避免低风险误判
fever_0679,dynamic_decision,SUPPORTED,0.959875,medium,1.0,0.9825,1.0,0.25,False,事实核查非NEI共识仍需证据审查，避免低风险误判
fever_0680,dynamic_decision,SUPPORTED,0.962125,medium,1.0,0.9975,1.0,0.25,False,事实核查非NEI共识仍需证据审查，避免低风险误判
fever_0688,dynamic_decision,NOT ENOUGH INFO,0.301875,high,0.75,0.5125,0.0,0.5,True,触发少数派预警
fever_0690,dynamic_decision,REFUTED,0.9625,medium,1.0,1.0,1.0,0.25,False,事实核查非NEI共识仍需证据审查，避免低风险误判
fever_0693,dynamic_decision,SUPPORTED,0.538125,medium,0.75,0.8875,0.5,0.5,True,触发少数派预警
fever_0696,dynamic_decision,,0.449375,high,0.5,0.9625,0.75,0.5,True,无唯一多数答案，建议人工复核
fever_0698,dynamic_decision,REFUTED,0.6505,medium,0.75,0.97,1.0,0.5,True,触发少数派预警
fever_0704,dynamic_decision,REFUTED,0.641875,medium,0.75,0.9125,1.0,0.5,True,触发少数派预警
fever_0708,dynamic_decision,SUPPORTED,0.962125,medium,1.0,0.9975,1.0,0.25,False,事实核查非NEI共识仍需证据审查，避免低风险误判
fever_0709,dynamic_decision,SUPPORTED,0.96175,medium,1.0,0.995,1.0,0.25,False,事实核查非NEI共识仍需证据审查，避免低风险误判
fever_0712,dynamic_decision,NOT ENOUGH INFO,0.508125,medium,0.75,0.6875,0.5,0.5,True,触发少数派预警
fever_0714,dynamic_decision,REFUTED,0.7025,medium,0.75,0.85,0.75,0.5,False,采纳多数答案，并根据可靠性评分分级
fever_0715,dynamic_decision,REFUTED,0.91175,medium,1.0,0.995,0.75,0.25,False,事实核查非NEI共识仍需证据审查，避免低风险误判
fever_0717,dynamic_decision,SUPPORTED,0.956125,medium,1.0,0.9575,1.0,0.25,False,事实核查非NEI共识仍需证据审查，避免低风险误判
fever_0718,dynamic_decision,SUPPORTED,0.958,medium,1.0,0.97,1.0,0.25,False,事实核查非NEI共识仍需证据审查，避免低风险误判
fever_0722,dynamic_decision,REFUTED,0.956125,medium,1.0,0.9575,1.0,0.25,False,事实核查非NEI共识仍需证据审查，避免低风险误判
fever_0723,dynamic_decision,SUPPORTED,0.90875,medium,1.0,0.975,0.75,0.25,False,事实核查非NEI共识仍需证据审查，避免低风险误判
fever_0729,dynamic_decision,REFUTED,0.956125,medium,1.0,0.9575,1.0,0.25,False,事实核查非NEI共识仍需证据审查，避免低风险误判
fever_0732,dynamic_decision,REFUTED,0.60125,medium,0.75,0.975,0.75,0.5,True,触发少数派预警
fever_0735,dynamic_decision,,0.452375,high,0.5,0.9825,0.75,0.5,True,无唯一多数答案，建议人工复核
fever_0738,dynamic_decision,,0.420625,high,0.5,0.6375,0.25,0.5,False,无唯一多数答案，建议人工复核
fever_0741,dynamic_decision,REFUTED,0.862125,medium,1.0,0.9975,0.5,0.25,False,事实核查非NEI共识仍需证据审查，避免低风险误判
fever_0742,dynamic_decision,SUPPORTED,0.60125,medium,0.75,0.975,0.75,0.5,True,触发少数派预警
fever_0750,dynamic_decision,REFUTED,0.899375,medium,1.0,0.9125,0.75,0.25,False,事实核查非NEI共识仍需证据审查，避免低风险误判
fever_0754,dynamic_decision,SUPPORTED,0.641875,medium,0.75,0.9125,1.0,0.5,True,触发少数派预警
fever_0762,dynamic_decision,SUPPORTED,0.9625,medium,1.0,1.0,1.0,0.25,False,事实核查非NEI共识仍需证据审查，避免低风险误判
fever_0765,dynamic_decision,SUPPORTED,0.90425,medium,1.0,0.945,0.75,0.25,False,事实核查非NEI共识仍需证据审查，避免低风险误判
fever_0768,dynamic_decision,REFUTED,0.65425,medium,0.75,0.995,1.0,0.5,True,触发少数派预警
fever_0778,dynamic_decision,NOT ENOUGH INFO,0.29,medium,0.5,0.65,0.25,0.75,True,采纳多数答案，并根据可靠性评分分级
fever_0779,dynamic_decision,SUPPORTED,0.905,medium,1.0,0.95,0.75,0.25,False,事实核查非NEI共识仍需证据审查，避免低风险误判
fever_0784,dynamic_decision,REFUTED,0.9125,medium,1.0,1.0,0.75,0.25,False,事实核查非NEI共识仍需证据审查，避免低风险误判
fever_0788,dynamic_decision,SUPPORTED,0.5075,medium,0.75,0.75,0.25,0.5,False,采纳多数答案，并根据可靠性评分分级
fever_0790,dynamic_decision,SUPPORTED,0.912125,medium,1.0,0.9975,0.75,0.25,False,事实核查非NEI共识仍需证据审查，避免低风险误判
fever_0797,dynamic_decision,SUPPORTED,0.955,medium,1.0,0.95,1.0,0.25,False,事实核查非NEI共识仍需证据审查，避免低风险误判
fever_0798,dynamic_decision,SUPPORTED,0.96175,medium,1.0,0.995,1.0,0.25,False,事实核查非NEI共识仍需证据审查，避免低风险误判
fever_0799,dynamic_decision,REFUTED,0.6475,medium,0.75,0.95,1.0,0.5,True,触发少数派预警
fever_0800,dynamic_decision,SUPPORTED,0.375625,medium,0.5,0.8875,0.5,0.75,True,采纳多数答案，并根据可靠性评分分级
fever_0801,dynamic_decision,SUPPORTED,0.605,medium,0.75,1.0,0.75,0.5,True,触发少数派预警
fever_0803,dynamic_decision,REFUTED,0.588125,medium,0.75,0.8875,0.75,0.5,True,触发少数派预警
fever_0811,dynamic_decision,REFUTED,0.9625,medium,1.0,1.0,1.0,0.25,False,事实核查非NEI共识仍需证据审查，避免低风险误判
fever_0812,dynamic_decision,REFUTED,0.90875,medium,1.0,0.975,0.75,0.25,False,事实核查非NEI共识仍需证据审查，避免低风险误判
fever_0817,dynamic_decision,,0.50425,high,0.5,0.995,1.0,0.5,True,无唯一多数答案，建议人工复核
fever_0821,dynamic_decision,REFUTED,0.9625,medium,1.0,1.0,1.0,0.25,False,事实核查非NEI共识仍需证据审查，避免低风险误判
fever_0823,dynamic_decision,SUPPORTED,0.695,medium,0.75,0.8,0.75,0.5,False,采纳多数答案，并根据可靠性评分分级
fever_0824,dynamic_decision,,0.474375,high,0.5,0.6625,0.5,0.5,False,无唯一多数答案，建议人工复核
fever_0825,dynamic_decision,SUPPORTED,0.908375,medium,1.0,0.9725,0.75,0.25,False,事实核查非NEI共识仍需证据审查，避免低风险误判
fever_0827,dynamic_decision,REFUTED,0.90875,medium,1.0,0.975,0.75,0.25,False,事实核查非NEI共识仍需证据审查，避免低风险误判
fever_0828,dynamic_decision,REFUTED,0.95875,medium,1.0,0.975,1.0,0.25,False,事实核查非NEI共识仍需证据审查，避免低风险误判
fever_0830,dynamic_decision,SUPPORTED,0.91175,medium,1.0,0.995,0.75,0.25,False,事实核查非NEI共识仍需证据审查，避免低风险误判
fever_0837,dynamic_decision,REFUTED,0.8625,medium,1.0,1.0,0.5,0.25,False,事实核查非NEI共识仍需证据审查，避免低风险误判
fever_0838,dynamic_decision,REFUTED,0.418125,medium,0.5,0.8375,0.75,0.75,True,采纳多数答案，并根据可靠性评分分级
fever_0846,dynamic_decision,SUPPORTED,0.6505,medium,0.75,0.97,1.0,0.5,True,触发少数派预警
fever_0850,dynamic_decision,,0.478125,high,0.5,0.6875,0.5,0.5,False,无唯一多数答案，建议人工复核
fever_0860,dynamic_decision,,0.4295,high,0.5,0.83,0.75,0.5,True,无唯一多数答案，建议人工复核
fever_0866,dynamic_decision,SUPPORTED,0.645625,medium,0.75,0.9375,1.0,0.5,True,触发少数派预警
fever_0867,dynamic_decision,,0.326875,high,0.5,0.8125,0.25,0.5,True,无唯一多数答案，建议人工复核
fever_0868,dynamic_decision,SUPPORTED,0.96175,medium,1.0,0.995,1.0,0.25,False,事实核查非NEI共识仍需证据审查，避免低风险误判
fever_0869,dynamic_decision,SUPPORTED,0.903125,medium,1.0,0.9375,0.75,0.25,False,事实核查非NEI共识仍需证据审查，避免低风险误判
fever_0880,dynamic_decision,,0.441875,high,0.5,0.9125,0.75,0.5,True,无唯一多数答案，建议人工复核
fever_0884,dynamic_decision,NOT ENOUGH INFO,0.36875,high,0.75,0.625,0.25,0.5,True,触发少数派预警
fever_0885,dynamic_decision,SUPPORTED,0.962125,medium,1.0,0.9975,1.0,0.25,False,事实核查非NEI共识仍需证据审查，避免低风险误判
fever_0893,dynamic_decision,REFUTED,0.95425,medium,1.0,0.945,1.0,0.25,False,事实核查非NEI共识仍需证据审查，避免低风险误判
fever_0894,dynamic_decision,,0.448625,high,0.5,0.9575,0.75,0.5,True,无唯一多数答案，建议人工复核
fever_0895,dynamic_decision,SUPPORTED,0.959875,medium,1.0,0.9825,1.0,0.25,False,事实核查非NEI共识仍需证据审查，避免低风险误判
fever_0897,dynamic_decision,,0.4975,high,0.5,0.95,1.0,0.5,True,无唯一多数答案，建议人工复核
fever_0900,dynamic_decision,SUPPORTED,0.96175,medium,1.0,0.995,1.0,0.25,False,事实核查非NEI共识仍需证据审查，避免低风险误判
fever_0901,dynamic_decision,REFUTED,0.902375,medium,1.0,0.9325,0.75,0.25,False,事实核查非NEI共识仍需证据审查，避免低风险误判
fever_0902,dynamic_decision,REFUTED,0.962125,medium,1.0,0.9975,1.0,0.25,False,事实核查非NEI共识仍需证据审查，避免低风险误判
fever_0903,dynamic_decision,REFUTED,0.906125,medium,1.0,0.9575,0.75,0.25,False,事实核查非NEI共识仍需证据审查，避免低风险误判
fever_0905,dynamic_decision,SUPPORTED,0.899375,medium,1.0,0.9125,0.75,0.25,False,事实核查非NEI共识仍需证据审查，避免低风险误判
fever_0908,dynamic_decision,SUPPORTED,0.96175,medium,1.0,0.995,1.0,0.25,False,事实核查非NEI共识仍需证据审查，避免低风险误判
fever_0915,dynamic_decision,SUPPORTED,0.95875,medium,1.0,0.975,1.0,0.25,False,事实核查非NEI共识仍需证据审查，避免低风险误判
fever_0917,dynamic_decision,NOT ENOUGH INFO,0.36875,high,0.75,0.625,0.25,0.5,True,触发少数派预警
fever_0918,dynamic_decision,REFUTED,0.85125,medium,1.0,0.925,0.5,0.25,False,事实核查非NEI共识仍需证据审查，避免低风险误判
fever_0919,dynamic_decision,SUPPORTED,0.955,medium,1.0,0.95,1.0,0.25,False,事实核查非NEI共识仍需证据审查，避免低风险误判
fever_0923,dynamic_decision,SUPPORTED,0.959875,medium,1.0,0.9825,1.0,0.25,False,事实核查非NEI共识仍需证据审查，避免低风险误判
fever_0925,dynamic_decision,SUPPORTED,0.956125,medium,1.0,0.9575,1.0,0.25,False,事实核查非NEI共识仍需证据审查，避免低风险误判
fever_0926,dynamic_decision,REFUTED,0.905,medium,1.0,0.95,0.75,0.25,False,事实核查非NEI共识仍需证据审查，避免低风险误判
fever_0935,dynamic_decision,SUPPORTED,0.962125,medium,1.0,0.9975,1.0,0.25,False,事实核查非NEI共识仍需证据审查，避免低风险误判
fever_0936,dynamic_decision,REFUTED,0.909875,medium,1.0,0.9825,0.75,0.25,False,事实核查非NEI共识仍需证据审查，避免低风险误判
fever_0937,dynamic_decision,SUPPORTED,0.60125,medium,0.75,0.975,0.75,0.5,True,触发少数派预警
fever_0939,dynamic_decision,SUPPORTED,0.90875,medium,1.0,0.975,0.75,0.25,False,事实核查非NEI共识仍需证据审查，避免低风险误判
fever_0942,dynamic_decision,NOT ENOUGH INFO,0.36875,high,0.75,0.625,0.25,0.5,True,触发少数派预警
fever_0943,dynamic_decision,SUPPORTED,0.41925,medium,0.5,0.845,0.75,0.75,True,采纳多数答案，并根据可靠性评分分级
fever_0947,dynamic_decision,SUPPORTED,0.955,medium,1.0,0.95,1.0,0.25,False,事实核查非NEI共识仍需证据审查，避免低风险误判
fever_0948,dynamic_decision,SUPPORTED,0.95875,medium,1.0,0.975,1.0,0.25,False,事实核查非NEI共识仍需证据审查，避免低风险误判
fever_0949,dynamic_decision,REFUTED,0.909875,medium,1.0,0.9825,0.75,0.25,False,事实核查非NEI共识仍需证据审查，避免低风险误判
fever_0950,dynamic_decision,SUPPORTED,0.949375,medium,1.0,0.9125,1.0,0.25,False,事实核查非NEI共识仍需证据审查，避免低风险误判
fever_0951,dynamic_decision,REFUTED,0.703625,medium,0.75,0.8575,0.75,0.5,False,采纳多数答案，并根据可靠性评分分级
fever_0960,dynamic_decision,REFUTED,0.912125,medium,1.0,0.9975,0.75,0.25,False,事实核查非NEI共识仍需证据审查，避免低风险误判
fever_0964,dynamic_decision,SUPPORTED,0.959875,medium,1.0,0.9825,1.0,0.25,False,事实核查非NEI共识仍需证据审查，避免低风险误判
fever_0974,dynamic_decision,SUPPORTED,0.959875,medium,1.0,0.9825,1.0,0.25,False,事实核查非NEI共识仍需证据审查，避免低风险误判
fever_0975,dynamic_decision,SUPPORTED,0.9625,medium,1.0,1.0,1.0,0.25,False,事实核查非NEI共识仍需证据审查，避免低风险误判
fever_0976,dynamic_decision,,0.42875,high,0.5,0.825,0.75,0.5,True,无唯一多数答案，建议人工复核
fever_0978,dynamic_decision,REFUTED,0.7055,medium,0.75,0.87,0.75,0.5,False,采纳多数答案，并根据可靠性评分分级
fever_0979,dynamic_decision,SUPPORTED,0.60425,medium,0.75,0.995,0.75,0.5,True,触发少数派预警
fever_0986,dynamic_decision,SUPPORTED,0.9125,medium,1.0,1.0,0.75,0.25,False,事实核查非NEI共识仍需证据审查，避免低风险误判
fever_0987,dynamic_decision,REFUTED,0.959875,medium,1.0,0.9825,1.0,0.25,False,事实核查非NEI共识仍需证据审查，避免低风险误判
fever_0990,dynamic_decision,SUPPORTED,0.700625,medium,0.75,0.8375,0.75,0.5,False,采纳多数答案，并根据可靠性评分分级
fever_0992,dynamic_decision,REFUTED,0.96175,medium,1.0,0.995,1.0,0.25,False,事实核查非NEI共识仍需证据审查，避免低风险误判
fever_0995,dynamic_decision,REFUTED,0.959875,medium,1.0,0.9825,1.0,0.25,False,事实核查非NEI共识仍需证据审查，避免低风险误判
fever_0996,dynamic_decision,NOT ENOUGH INFO,0.37625,high,0.75,0.675,0.25,0.5,True,触发少数派预警
fever_0999,dynamic_decision,REFUTED,0.9065,medium,1.0,0.96,0.75,0.25,False,事实核查非NEI共识仍需证据审查，避免低风险误判
csqa_0004,dynamic_decision,D,0.905,low,1.0,0.95,0.75,0.25,False,低风险采纳
csqa_0040,dynamic_decision,D,0.8445,medium,1.0,0.88,0.5,0.25,False,一致但证据或置信度不足，标记为风险共识
csqa_0093,dynamic_decision,C,0.95125,low,1.0,0.925,1.0,0.25,False,低风险采纳
csqa_0097,dynamic_decision,B,0.591875,medium,0.75,0.9125,0.75,0.5,True,触发少数派预警
csqa_0120,dynamic_decision,B,0.9625,low,1.0,1.0,1.0,0.25,False,低风险采纳
csqa_0252,dynamic_decision,B,0.638125,medium,0.75,0.8875,1.0,0.5,True,触发少数派预警
csqa_0264,dynamic_decision,A,0.849375,medium,1.0,0.9125,0.5,0.25,False,一致但证据或置信度不足，标记为风险共识
csqa_0312,dynamic_decision,B,0.895625,low,1.0,0.8875,0.75,0.25,False,低风险采纳
csqa_0322,dynamic_decision,B,0.955,low,1.0,0.95,1.0,0.25,False,低风险采纳
csqa_0347,dynamic_decision,B,0.475625,medium,0.5,0.8875,1.0,0.75,True,采纳多数答案，并根据可靠性评分分级
csqa_0350,dynamic_decision,,0.434375,high,0.5,0.8625,0.75,0.5,True,无唯一多数答案，建议人工复核
csqa_0361,dynamic_decision,E,0.85125,medium,1.0,0.925,0.5,0.25,False,一致但证据或置信度不足，标记为风险共识
csqa_0440,dynamic_decision,C,0.895625,low,1.0,0.8875,0.75,0.25,False,低风险采纳
csqa_0488,dynamic_decision,,0.151875,high,0.25,0.8125,0.25,1.0,True,无唯一多数答案，建议人工复核
csqa_0519,dynamic_decision,,0.39375,high,0.5,0.925,0.5,0.5,True,无唯一多数答案，建议人工复核
csqa_0568,dynamic_decision,B,0.941875,low,1.0,0.8625,1.0,0.25,False,低风险采纳
csqa_0578,dynamic_decision,C,0.841875,medium,1.0,0.8625,0.5,0.25,False,一致但证据或置信度不足，标记为风险共识
csqa_0591,dynamic_decision,D,0.855,medium,1.0,0.95,0.5,0.25,False,一致但证据或置信度不足，标记为风险共识
csqa_0624,dynamic_decision,D,0.418125,medium,0.5,0.8375,0.75,0.75,True,采纳多数答案，并根据可靠性评分分级
csqa_0638,dynamic_decision,A,0.538125,medium,0.75,0.8875,0.5,0.5,True,触发少数派预警
csqa_0674,dynamic_decision,B,0.908,low,1.0,0.97,0.75,0.25,False,低风险采纳
csqa_0714,dynamic_decision,A,0.85125,medium,1.0,0.925,0.5,0.25,False,一致但证据或置信度不足，标记为风险共识
csqa_0765,dynamic_decision,C,0.85125,medium,1.0,0.925,0.5,0.25,False,一致但证据或置信度不足，标记为风险共识
csqa_0766,dynamic_decision,C,0.8445,medium,1.0,0.88,0.5,0.25,False,一致但证据或置信度不足，标记为风险共识
csqa_0783,dynamic_decision,D,0.945625,low,1.0,0.8875,1.0,0.25,False,低风险采纳
csqa_0795,dynamic_decision,D,0.858,medium,1.0,0.97,0.5,0.25,False,一致但证据或置信度不足，标记为风险共识
csqa_0796,dynamic_decision,D,0.90125,low,1.0,0.925,0.75,0.25,False,低风险采纳
csqa_0800,dynamic_decision,E,0.891875,low,1.0,0.8625,0.75,0.25,False,低风险采纳
csqa_0959,dynamic_decision,A,0.541875,medium,0.75,0.9125,0.5,0.5,True,触发少数派预警
csqa_0961,dynamic_decision,B,0.952375,low,1.0,0.9325,1.0,0.25,False,低风险采纳
csqa_0966,dynamic_decision,E,0.855,medium,1.0,0.95,0.5,0.25,False,一致但证据或置信度不足，标记为风险共识
csqa_0971,dynamic_decision,E,0.91175,low,1.0,0.995,0.75,0.25,False,低风险采纳
csqa_1021,dynamic_decision,A,0.90125,low,1.0,0.925,0.75,0.25,False,低风险采纳
csqa_1079,dynamic_decision,E,0.891875,low,1.0,0.8625,0.75,0.25,False,低风险采纳
csqa_1085,dynamic_decision,E,0.95125,low,1.0,0.925,1.0,0.25,False,低风险采纳
csqa_1104,dynamic_decision,B,0.84075,medium,1.0,0.855,0.5,0.25,False,一致但证据或置信度不足，标记为风险共识
csqa_1112,dynamic_decision,B,0.90125,low,1.0,0.925,0.75,0.25,False,低风险采纳
csqa_1156,dynamic_decision,A,0.891875,low,1.0,0.8625,0.75,0.25,False,低风险采纳
csqa_1157,dynamic_decision,D,0.895625,low,1.0,0.8875,0.75,0.25,False,低风险采纳
csqa_1181,dynamic_decision,B,0.941875,low,1.0,0.8625,1.0,0.25,False,低风险采纳
csqa_1200,dynamic_decision,D,0.90125,low,1.0,0.925,0.75,0.25,False,低风险采纳
csqa_1223,dynamic_decision,D,0.895625,low,1.0,0.8875,0.75,0.25,False,低风险采纳
csqa_1225,dynamic_decision,E,0.8945,low,1.0,0.88,0.75,0.25,False,低风险采纳
csqa_1248,dynamic_decision,C,0.715625,medium,1.0,0.8875,0.25,0.25,False,一致但证据或置信度不足，标记为风险共识
csqa_1286,dynamic_decision,D,0.64,medium,0.75,0.9,1.0,0.5,True,触发少数派预警
csqa_1394,dynamic_decision,,0.387,high,0.5,0.88,0.5,0.5,True,无唯一多数答案，建议人工复核
csqa_1442,dynamic_decision,C,0.895625,low,1.0,0.8875,0.75,0.25,False,低风险采纳
csqa_1459,dynamic_decision,D,0.59375,medium,0.75,0.925,0.75,0.5,True,触发少数派预警
csqa_1489,dynamic_decision,D,0.895625,low,1.0,0.8875,0.75,0.25,False,低风险采纳
csqa_1551,dynamic_decision,A,0.58625,medium,0.75,0.875,0.75,0.5,True,触发少数派预警
csqa_1559,dynamic_decision,E,0.483125,medium,0.5,0.9375,1.0,0.75,True,采纳多数答案，并根据可靠性评分分级
csqa_1570,dynamic_decision,A,0.8475,medium,1.0,0.9,0.5,0.25,False,一致但证据或置信度不足，标记为风险共识
csqa_1577,dynamic_decision,E,0.93625,low,1.0,0.825,1.0,0.25,False,低风险采纳
csqa_1600,dynamic_decision,A,0.895625,low,1.0,0.8875,0.75,0.25,False,低风险采纳
csqa_1609,dynamic_decision,D,0.90125,low,1.0,0.925,0.75,0.25,False,低风险采纳
csqa_1619,dynamic_decision,D,0.85125,medium,1.0,0.925,0.5,0.25,False,一致但证据或置信度不足，标记为风险共识
csqa_1651,dynamic_decision,A,0.634375,medium,0.75,0.8625,1.0,0.5,True,触发少数派预警
csqa_1714,dynamic_decision,D,0.9475,low,1.0,0.9,1.0,0.25,False,低风险采纳
csqa_1761,dynamic_decision,D,0.905,low,1.0,0.95,0.75,0.25,False,低风险采纳
csqa_1766,dynamic_decision,C,0.638125,medium,0.75,0.8875,1.0,0.5,True,触发少数派预警
csqa_1781,dynamic_decision,A,0.899375,low,1.0,0.9125,0.75,0.25,False,低风险采纳
csqa_1794,dynamic_decision,E,0.905,low,1.0,0.95,0.75,0.25,False,低风险采纳
csqa_1889,dynamic_decision,C,0.855,medium,1.0,0.95,0.5,0.25,False,一致但证据或置信度不足，标记为风险共识
csqa_2099,dynamic_decision,B,0.57875,medium,0.75,0.825,0.75,0.5,True,触发少数派预警
csqa_2108,dynamic_decision,C,0.899375,low,1.0,0.9125,0.75,0.25,False,低风险采纳
csqa_2109,dynamic_decision,A,0.955,low,1.0,0.95,1.0,0.25,False,低风险采纳
csqa_2128,dynamic_decision,A,0.899375,low,1.0,0.9125,0.75,0.25,False,低风险采纳
csqa_2133,dynamic_decision,D,0.8975,low,1.0,0.9,0.75,0.25,False,低风险采纳
csqa_2146,dynamic_decision,D,0.845625,medium,1.0,0.8875,0.5,0.25,False,一致但证据或置信度不足，标记为风险共识
csqa_2226,dynamic_decision,,0.438125,high,0.5,0.8875,0.75,0.5,True,无唯一多数答案，建议人工复核
csqa_2229,dynamic_decision,D,0.584375,medium,0.75,0.8625,0.75,0.5,True,触发少数派预警
csqa_2317,dynamic_decision,E,0.5975,medium,0.75,0.95,0.75,0.5,True,触发少数派预警
csqa_2363,dynamic_decision,E,0.942625,low,1.0,0.8675,1.0,0.25,False,低风险采纳
csqa_2408,dynamic_decision,C,0.856125,medium,1.0,0.9575,0.5,0.25,False,一致但证据或置信度不足，标记为风险共识
csqa_2471,dynamic_decision,A,0.945625,low,1.0,0.8875,1.0,0.25,False,低风险采纳
csqa_2486,dynamic_decision,A,0.895625,low,1.0,0.8875,0.75,0.25,False,低风险采纳
csqa_2493,dynamic_decision,C,0.595625,medium,0.75,0.9375,0.75,0.5,True,触发少数派预警
csqa_2527,dynamic_decision,C,0.895625,low,1.0,0.8875,0.75,0.25,False,低风险采纳
csqa_2628,dynamic_decision,A,0.94375,low,1.0,0.875,1.0,0.25,False,低风险采纳
csqa_2652,dynamic_decision,A,0.64,medium,0.75,0.9,1.0,0.5,True,触发少数派预警
csqa_2730,dynamic_decision,C,0.59,medium,0.75,0.9,0.75,0.5,True,触发少数派预警
csqa_2752,dynamic_decision,B,0.845625,medium,1.0,0.8875,0.5,0.25,False,一致但证据或置信度不足，标记为风险共识
csqa_2778,dynamic_decision,E,0.858,medium,1.0,0.97,0.5,0.25,False,一致但证据或置信度不足，标记为风险共识
csqa_2808,dynamic_decision,E,0.938125,low,1.0,0.8375,1.0,0.25,False,低风险采纳
csqa_2863,dynamic_decision,D,0.949375,low,1.0,0.9125,1.0,0.25,False,低风险采纳
csqa_2871,dynamic_decision,E,0.5475,medium,0.75,0.95,0.5,0.5,True,触发少数派预警
csqa_2887,dynamic_decision,B,0.849375,medium,1.0,0.9125,0.5,0.25,False,一致但证据或置信度不足，标记为风险共识
csqa_2908,dynamic_decision,A,0.59375,medium,0.75,0.925,0.75,0.5,True,触发少数派预警
csqa_2927,dynamic_decision,D,0.941875,low,1.0,0.8625,1.0,0.25,False,低风险采纳
csqa_2928,dynamic_decision,B,0.588125,medium,0.75,0.8875,0.75,0.5,True,触发少数派预警
csqa_3001,dynamic_decision,C,0.42375,medium,0.5,0.875,0.75,0.75,True,采纳多数答案，并根据可靠性评分分级
csqa_3061,dynamic_decision,,0.491875,high,0.5,0.9125,1.0,0.5,True,无唯一多数答案，建议人工复核
csqa_3066,dynamic_decision,D,0.531375,medium,0.75,0.8425,0.5,0.5,True,触发少数派预警
csqa_3080,dynamic_decision,C,0.8975,low,1.0,0.9,0.75,0.25,False,低风险采纳
csqa_3092,dynamic_decision,B,0.534375,medium,0.75,0.8625,0.5,0.5,True,触发少数派预警
csqa_3123,dynamic_decision,B,0.4025,high,0.75,0.85,0.25,0.5,True,触发少数派预警
csqa_3132,dynamic_decision,,0.47875,high,0.5,0.825,1.0,0.5,True,无唯一多数答案，建议人工复核
