sample_id,method,final_answer,reliability_score,risk_level,agreement_rate,avg_confidence,evidence_support_score,answer_diversity,minority_warning,decision_note
csqa_3209,dynamic_decision,E,0.325625,medium,0.5,0.8875,0.25,0.75,True,采纳多数答案，并根据可靠性评分分级
csqa_3264,dynamic_decision,C,0.59,medium,0.75,0.9,0.75,0.5,True,触发少数派预警
csqa_3313,dynamic_decision,B,0.956875,low,1.0,0.9625,1.0,0.25,False,低风险采纳
csqa_3394,dynamic_decision,D,0.84075,medium,1.0,0.855,0.5,0.25,False,一致但证据或置信度不足，标记为风险共识
csqa_3401,dynamic_decision,A,0.85875,medium,1.0,0.975,0.5,0.25,False,一致但证据或置信度不足，标记为风险共识
csqa_3430,dynamic_decision,E,0.89075,low,1.0,0.855,0.75,0.25,False,低风险采纳
csqa_3455,dynamic_decision,B,0.581375,medium,0.75,0.8425,0.75,0.5,True,触发少数派预警
csqa_3465,dynamic_decision,D,0.9475,low,1.0,0.9,1.0,0.25,False,低风险采纳
csqa_3488,dynamic_decision,C,0.580625,medium,0.75,0.8375,0.75,0.5,True,触发少数派预警
csqa_3598,dynamic_decision,D,0.905,low,1.0,0.95,0.75,0.25,False,低风险采纳
csqa_3606,dynamic_decision,A,0.638125,medium,0.75,0.8875,1.0,0.5,True,触发少数派预警
csqa_3615,dynamic_decision,A,0.5475,medium,0.75,0.95,0.5,0.5,True,触发少数派预警
csqa_3669,dynamic_decision,C,0.895625,low,1.0,0.8875,0.75,0.25,False,低风险采纳
csqa_3686,dynamic_decision,B,0.905,low,1.0,0.95,0.75,0.25,False,低风险采纳
csqa_3693,dynamic_decision,,0.438125,high,0.5,0.8875,0.75,0.5,True,无唯一多数答案，建议人工复核
csqa_3704,dynamic_decision,,0.487,high,0.5,0.88,1.0,0.5,True,无唯一多数答案，建议人工复核
csqa_3718,dynamic_decision,D,0.945625,low,1.0,0.8875,1.0,0.25,False,低风险采纳
csqa_3778,dynamic_decision,D,0.58625,medium,0.75,0.875,0.75,0.5,True,触发少数派预警
csqa_3796,dynamic_decision,C,0.891875,low,1.0,0.8625,0.75,0.25,False,低风险采纳
csqa_3814,dynamic_decision,,0.445625,high,0.5,0.9375,0.75,0.5,True,无唯一多数答案，建议人工复核
csqa_3818,dynamic_decision,D,0.938875,low,1.0,0.8425,1.0,0.25,False,低风险采纳
csqa_3860,dynamic_decision,D,0.949375,low,1.0,0.9125,1.0,0.25,False,低风险采纳
csqa_3942,dynamic_decision,E,0.855,medium,1.0,0.95,0.5,0.25,False,一致但证据或置信度不足，标记为风险共识
csqa_3964,dynamic_decision,B,0.90125,low,1.0,0.925,0.75,0.25,False,低风险采纳
csqa_3985,dynamic_decision,D,0.955,low,1.0,0.95,1.0,0.25,False,低风险采纳
csqa_3996,dynamic_decision,E,0.906875,low,1.0,0.9625,0.75,0.25,False,低风险采纳
csqa_4024,dynamic_decision,E,0.63625,medium,0.75,0.875,1.0,0.5,True,触发少数派预警
csqa_4092,dynamic_decision,C,0.638125,medium,0.75,0.8875,1.0,0.5,True,触发少数派预警
csqa_4095,dynamic_decision,C,0.891875,low,1.0,0.8625,0.75,0.25,False,低风险采纳
csqa_4105,dynamic_decision,C,0.90125,low,1.0,0.925,0.75,0.25,False,低风险采纳
csqa_4157,dynamic_decision,E,0.906875,low,1.0,0.9625,0.75,0.25,False,低风险采纳
csqa_4163,dynamic_decision,A,0.908,low,1.0,0.97,0.75,0.25,False,低风险采纳
csqa_4166,dynamic_decision,B,0.638125,medium,0.75,0.8875,1.0,0.5,True,触发少数派预警
csqa_4195,dynamic_decision,C,0.421875,medium,0.5,0.8625,0.75,0.75,True,采纳多数答案，并根据可靠性评分分级
csqa_4218,dynamic_decision,E,0.895625,low,1.0,0.8875,0.75,0.25,False,低风险采纳
csqa_4223,dynamic_decision,B,0.584375,medium,0.75,0.8625,0.75,0.5,True,触发少数派预警
csqa_4304,dynamic_decision,D,0.845625,medium,1.0,0.8875,0.5,0.25,False,一致但证据或置信度不足，标记为风险共识
csqa_4330,dynamic_decision,D,0.584375,medium,0.75,0.8625,0.75,0.5,True,触发少数派预警
csqa_4373,dynamic_decision,A,0.591875,medium,0.75,0.9125,0.75,0.5,True,触发少数派预警
csqa_4374,dynamic_decision,,0.480625,high,0.5,0.8375,1.0,0.5,True,无唯一多数答案，建议人工复核
csqa_4380,dynamic_decision,C,0.638125,medium,0.75,0.8875,1.0,0.5,True,触发少数派预警
csqa_4394,dynamic_decision,C,0.906875,low,1.0,0.9625,0.75,0.25,False,低风险采纳
csqa_4451,dynamic_decision,C,0.94375,low,1.0,0.875,1.0,0.25,False,低风险采纳
csqa_4484,dynamic_decision,C,0.845625,medium,1.0,0.8875,0.5,0.25,False,一致但证据或置信度不足，标记为风险共识
csqa_4542,dynamic_decision,E,0.66375,medium,0.75,0.925,0.5,0.5,False,采纳多数答案，并根据可靠性评分分级
csqa_4573,dynamic_decision,E,0.634375,medium,0.75,0.8625,1.0,0.5,True,触发少数派预警
csqa_4583,dynamic_decision,D,0.949375,low,1.0,0.9125,1.0,0.25,False,低风险采纳
csqa_4607,dynamic_decision,B,0.534375,medium,0.75,0.8625,0.5,0.5,True,触发少数派预警
csqa_4608,dynamic_decision,B,0.845625,medium,1.0,0.8875,0.5,0.25,False,一致但证据或置信度不足，标记为风险共识
csqa_4620,dynamic_decision,C,0.95125,low,1.0,0.925,1.0,0.25,False,低风险采纳
csqa_4642,dynamic_decision,D,0.841875,medium,1.0,0.8625,0.5,0.25,False,一致但证据或置信度不足，标记为风险共识
csqa_4657,dynamic_decision,E,0.591875,medium,0.75,0.9125,0.75,0.5,True,触发少数派预警
csqa_4732,dynamic_decision,E,0.630625,medium,0.75,0.8375,1.0,0.5,True,触发少数派预警
csqa_4863,dynamic_decision,C,0.89075,low,1.0,0.855,0.75,0.25,False,低风险采纳
csqa_4868,dynamic_decision,A,0.845625,medium,1.0,0.8875,0.5,0.25,False,一致但证据或置信度不足，标记为风险共识
csqa_4871,dynamic_decision,D,0.436875,medium,0.5,0.9625,0.75,0.75,True,采纳多数答案，并根据可靠性评分分级
csqa_4890,dynamic_decision,E,0.8445,medium,1.0,0.88,0.5,0.25,False,一致但证据或置信度不足，标记为风险共识
csqa_4914,dynamic_decision,,0.437,high,0.5,0.88,0.75,0.5,True,无唯一多数答案，建议人工复核
csqa_4920,dynamic_decision,E,0.903125,low,1.0,0.9375,0.75,0.25,False,低风险采纳
csqa_4921,dynamic_decision,B,0.895625,low,1.0,0.8875,0.75,0.25,False,低风险采纳
csqa_4925,dynamic_decision,C,0.89,low,1.0,0.85,0.75,0.25,False,低风险采纳
csqa_4937,dynamic_decision,A,0.537,medium,0.75,0.88,0.5,0.5,True,触发少数派预警
csqa_4978,dynamic_decision,D,0.949375,low,1.0,0.9125,1.0,0.25,False,低风险采纳
csqa_4990,dynamic_decision,C,0.953125,low,1.0,0.9375,1.0,0.25,False,低风险采纳
csqa_5034,dynamic_decision,B,0.576875,medium,0.75,0.8125,0.75,0.5,True,触发少数派预警
csqa_5065,dynamic_decision,B,0.84375,medium,1.0,0.875,0.5,0.25,False,一致但证据或置信度不足，标记为风险共识
csqa_5077,dynamic_decision,B,0.888875,low,1.0,0.8425,0.75,0.25,False,低风险采纳
csqa_5107,dynamic_decision,C,0.89075,low,1.0,0.855,0.75,0.25,False,低风险采纳
csqa_5118,dynamic_decision,E,0.426375,medium,0.5,0.8925,0.75,0.75,True,采纳多数答案，并根据可靠性评分分级
csqa_5119,dynamic_decision,C,0.638125,medium,0.75,0.8875,1.0,0.5,True,触发少数派预警
csqa_5152,dynamic_decision,A,0.841875,medium,1.0,0.8625,0.5,0.25,False,一致但证据或置信度不足，标记为风险共识
csqa_5153,dynamic_decision,D,0.9625,low,1.0,1.0,1.0,0.25,False,低风险采纳
csqa_5203,dynamic_decision,A,0.895625,low,1.0,0.8875,0.75,0.25,False,低风险采纳
csqa_5226,dynamic_decision,,0.4795,high,0.5,0.83,1.0,0.5,True,无唯一多数答案，建议人工复核
csqa_5266,dynamic_decision,B,0.90125,low,1.0,0.925,0.75,0.25,False,低风险采纳
csqa_5272,dynamic_decision,E,0.591875,medium,0.75,0.9125,0.75,0.5,True,触发少数派预警
csqa_5280,dynamic_decision,E,0.4745,medium,0.5,0.88,1.0,0.75,True,采纳多数答案，并根据可靠性评分分级
csqa_5282,dynamic_decision,E,0.95125,low,1.0,0.925,1.0,0.25,False,低风险采纳
csqa_5297,dynamic_decision,D,0.902375,low,1.0,0.9325,0.75,0.25,False,低风险采纳
csqa_5304,dynamic_decision,B,0.845625,medium,1.0,0.8875,0.5,0.25,False,一致但证据或置信度不足，标记为风险共识
csqa_5327,dynamic_decision,C,0.891875,low,1.0,0.8625,0.75,0.25,False,低风险采纳
csqa_5350,dynamic_decision,B,0.888125,low,1.0,0.8375,0.75,0.25,False,低风险采纳
csqa_5355,dynamic_decision,E,0.949375,low,1.0,0.9125,1.0,0.25,False,低风险采纳
csqa_5357,dynamic_decision,,0.4975,high,0.5,0.95,1.0,0.5,True,无唯一多数答案，建议人工复核
csqa_5361,dynamic_decision,,0.488125,high,0.5,0.8875,1.0,0.5,True,无唯一多数答案，建议人工复核
csqa_5380,dynamic_decision,D,0.5325,medium,0.75,0.85,0.5,0.5,True,触发少数派预警
csqa_5405,dynamic_decision,,0.438125,high,0.5,0.8875,0.75,0.5,True,无唯一多数答案，建议人工复核
csqa_5406,dynamic_decision,C,0.9625,low,1.0,1.0,1.0,0.25,False,低风险采纳
csqa_5435,dynamic_decision,D,0.95125,low,1.0,0.925,1.0,0.25,False,低风险采纳
csqa_5472,dynamic_decision,D,0.59,medium,0.75,0.9,0.75,0.5,True,触发少数派预警
csqa_5479,dynamic_decision,E,0.830625,medium,1.0,0.7875,0.5,0.25,False,一致但证据或置信度不足，标记为风险共识
csqa_5502,dynamic_decision,D,0.95125,low,1.0,0.925,1.0,0.25,False,低风险采纳
csqa_5577,dynamic_decision,A,0.360625,medium,0.5,0.7875,0.5,0.75,True,采纳多数答案，并根据可靠性评分分级
csqa_5578,dynamic_decision,C,0.580625,medium,0.75,0.8375,0.75,0.5,True,触发少数派预警
csqa_5584,dynamic_decision,D,0.949375,low,1.0,0.9125,1.0,0.25,False,低风险采纳
csqa_5604,dynamic_decision,A,0.895625,low,1.0,0.8875,0.75,0.25,False,低风险采纳
csqa_5642,dynamic_decision,D,0.955,low,1.0,0.95,1.0,0.25,False,低风险采纳
csqa_5643,dynamic_decision,C,0.895625,low,1.0,0.8875,0.75,0.25,False,低风险采纳
csqa_5649,dynamic_decision,C,0.952375,low,1.0,0.9325,1.0,0.25,False,低风险采纳
csqa_5697,dynamic_decision,B,0.8975,low,1.0,0.9,0.75,0.25,False,低风险采纳
csqa_5703,dynamic_decision,,0.445625,high,0.5,0.9375,0.75,0.5,True,无唯一多数答案，建议人工复核
csqa_5730,dynamic_decision,E,0.634375,medium,0.75,0.8625,1.0,0.5,True,触发少数派预警
csqa_5829,dynamic_decision,E,0.955,low,1.0,0.95,1.0,0.25,False,低风险采纳
csqa_5875,dynamic_decision,E,0.955,low,1.0,0.95,1.0,0.25,False,低风险采纳
csqa_5877,dynamic_decision,A,0.595625,medium,0.75,0.9375,0.75,0.5,True,触发少数派预警
csqa_5946,dynamic_decision,A,0.945625,low,1.0,0.8875,1.0,0.25,False,低风险采纳
csqa_5991,dynamic_decision,E,0.841875,medium,1.0,0.8625,0.5,0.25,False,一致但证据或置信度不足，标记为风险共识
csqa_6044,dynamic_decision,,0.434375,high,0.5,0.8625,0.75,0.5,True,无唯一多数答案，建议人工复核
csqa_6067,dynamic_decision,A,0.90125,low,1.0,0.925,0.75,0.25,False,低风险采纳
csqa_6122,dynamic_decision,E,0.945625,low,1.0,0.8875,1.0,0.25,False,低风险采纳
csqa_6130,dynamic_decision,A,0.906125,low,1.0,0.9575,0.75,0.25,False,低风险采纳
csqa_6158,dynamic_decision,A,0.638125,medium,0.75,0.8875,1.0,0.5,True,触发少数派预警
csqa_6168,dynamic_decision,B,0.89075,low,1.0,0.855,0.75,0.25,False,低风险采纳
csqa_6190,dynamic_decision,C,0.845625,medium,1.0,0.8875,0.5,0.25,False,一致但证据或置信度不足，标记为风险共识
csqa_6194,dynamic_decision,A,0.584375,medium,0.75,0.8625,0.75,0.5,True,触发少数派预警
csqa_6199,dynamic_decision,A,0.888125,low,1.0,0.8375,0.75,0.25,False,低风险采纳
csqa_6248,dynamic_decision,E,0.584375,medium,0.75,0.8625,0.75,0.5,True,触发少数派预警
csqa_6290,dynamic_decision,A,0.475625,medium,0.5,0.8875,1.0,0.75,True,采纳多数答案，并根据可靠性评分分级
csqa_6310,dynamic_decision,D,0.949375,low,1.0,0.9125,1.0,0.25,False,低风险采纳
csqa_6329,dynamic_decision,C,0.952375,low,1.0,0.9325,1.0,0.25,False,低风险采纳
csqa_6365,dynamic_decision,B,0.895625,low,1.0,0.8875,0.75,0.25,False,低风险采纳
csqa_6385,dynamic_decision,D,0.841875,medium,1.0,0.8625,0.5,0.25,False,一致但证据或置信度不足，标记为风险共识
csqa_6393,dynamic_decision,D,0.95125,low,1.0,0.925,1.0,0.25,False,低风险采纳
csqa_6460,dynamic_decision,D,0.945625,low,1.0,0.8875,1.0,0.25,False,低风险采纳
csqa_6476,dynamic_decision,C,0.425625,medium,0.5,0.8875,0.75,0.75,True,采纳多数答案，并根据可靠性评分分级
csqa_6498,dynamic_decision,,0.448625,high,0.5,0.9575,0.75,0.5,True,无唯一多数答案，建议人工复核
csqa_6501,dynamic_decision,C,0.895625,low,1.0,0.8875,0.75,0.25,False,低风险采纳
csqa_6502,dynamic_decision,C,0.891875,low,1.0,0.8625,0.75,0.25,False,低风险采纳
csqa_6568,dynamic_decision,E,0.9445,low,1.0,0.88,1.0,0.25,False,低风险采纳
csqa_6579,dynamic_decision,D,0.89375,low,1.0,0.875,0.75,0.25,False,低风险采纳
csqa_6590,dynamic_decision,A,0.63625,medium,0.75,0.875,1.0,0.5,True,触发少数派预警
csqa_6591,dynamic_decision,A,0.638125,medium,0.75,0.8875,1.0,0.5,True,触发少数派预警
csqa_6609,dynamic_decision,D,0.895625,low,1.0,0.8875,0.75,0.25,False,低风险采纳
csqa_6687,dynamic_decision,B,0.895625,low,1.0,0.8875,0.75,0.25,False,低风险采纳
csqa_6690,dynamic_decision,D,0.90125,low,1.0,0.925,0.75,0.25,False,低风险采纳
csqa_6727,dynamic_decision,C,0.588125,medium,0.75,0.8875,0.75,0.5,True,触发少数派预警
csqa_6758,dynamic_decision,D,0.953125,low,1.0,0.9375,1.0,0.25,False,低风险采纳
csqa_6770,dynamic_decision,,0.38325,high,0.5,0.855,0.5,0.5,True,无唯一多数答案，建议人工复核
csqa_6798,dynamic_decision,B,0.64375,medium,0.75,0.925,1.0,0.5,True,触发少数派预警
csqa_6811,dynamic_decision,D,0.630625,medium,0.75,0.8375,1.0,0.5,True,触发少数派预警
csqa_6889,dynamic_decision,A,0.638125,medium,0.75,0.8875,1.0,0.5,True,触发少数派预警
csqa_6974,dynamic_decision,C,0.849375,medium,1.0,0.9125,0.5,0.25,False,一致但证据或置信度不足，标记为风险共识
csqa_6975,dynamic_decision,A,0.891875,low,1.0,0.8625,0.75,0.25,False,低风险采纳
csqa_6988,dynamic_decision,E,0.89075,low,1.0,0.855,0.75,0.25,False,低风险采纳
csqa_7025,dynamic_decision,B,0.955,low,1.0,0.95,1.0,0.25,False,低风险采纳
csqa_7079,dynamic_decision,B,0.934375,low,1.0,0.8125,1.0,0.25,False,低风险采纳
csqa_7088,dynamic_decision,,0.30375,high,0.25,0.825,1.0,1.0,True,无唯一多数答案，建议人工复核
csqa_7111,dynamic_decision,E,0.58325,medium,0.75,0.855,0.75,0.5,True,触发少数派预警
csqa_7123,dynamic_decision,E,0.371875,medium,0.5,0.8625,0.5,0.75,True,采纳多数答案，并根据可靠性评分分级
csqa_7157,dynamic_decision,E,0.59,medium,0.75,0.9,0.75,0.5,True,触发少数派预警
csqa_7192,dynamic_decision,B,0.888125,low,1.0,0.8375,0.75,0.25,False,低风险采纳
csqa_7224,dynamic_decision,,0.381375,high,0.5,0.8425,0.5,0.5,True,无唯一多数答案，建议人工复核
csqa_7262,dynamic_decision,E,0.845625,medium,1.0,0.8875,0.5,0.25,False,一致但证据或置信度不足，标记为风险共识
csqa_7291,dynamic_decision,E,0.845625,medium,1.0,0.8875,0.5,0.25,False,一致但证据或置信度不足，标记为风险共识
csqa_7319,dynamic_decision,B,0.949375,low,1.0,0.9125,1.0,0.25,False,低风险采纳
csqa_7330,dynamic_decision,C,0.85125,medium,1.0,0.925,0.5,0.25,False,一致但证据或置信度不足，标记为风险共识
csqa_7363,dynamic_decision,C,0.588125,medium,0.75,0.8875,0.75,0.5,True,触发少数派预警
csqa_7479,dynamic_decision,E,0.955,low,1.0,0.95,1.0,0.25,False,低风险采纳
csqa_7488,dynamic_decision,B,0.90125,low,1.0,0.925,0.75,0.25,False,低风险采纳
csqa_7534,dynamic_decision,C,0.944875,low,1.0,0.8825,1.0,0.25,False,低风险采纳
csqa_7536,dynamic_decision,B,0.856125,medium,1.0,0.9575,0.5,0.25,False,一致但证据或置信度不足，标记为风险共识
csqa_7580,dynamic_decision,B,0.9475,low,1.0,0.9,1.0,0.25,False,低风险采纳
csqa_7605,dynamic_decision,B,0.8475,medium,1.0,0.9,0.5,0.25,False,一致但证据或置信度不足，标记为风险共识
csqa_7607,dynamic_decision,A,0.641875,medium,0.75,0.9125,1.0,0.5,True,触发少数派预警
csqa_7628,dynamic_decision,A,0.8975,low,1.0,0.9,0.75,0.25,False,低风险采纳
csqa_7635,dynamic_decision,E,0.895625,low,1.0,0.8875,0.75,0.25,False,低风险采纳
csqa_7663,dynamic_decision,E,0.53325,medium,0.75,0.855,0.5,0.5,True,触发少数派预警
csqa_7691,dynamic_decision,,0.49,high,0.5,0.9,1.0,0.5,True,无唯一多数答案，建议人工复核
csqa_7692,dynamic_decision,,0.488125,high,0.5,0.8875,1.0,0.5,True,无唯一多数答案，建议人工复核
csqa_7723,dynamic_decision,D,0.899375,low,1.0,0.9125,0.75,0.25,False,低风险采纳
csqa_7744,dynamic_decision,B,0.899375,low,1.0,0.9125,0.75,0.25,False,低风险采纳
csqa_7772,dynamic_decision,D,0.638125,medium,0.75,0.8875,1.0,0.5,True,触发少数派预警
csqa_7775,dynamic_decision,A,0.90125,low,1.0,0.925,0.75,0.25,False,低风险采纳
csqa_7799,dynamic_decision,E,0.859875,medium,1.0,0.9825,0.5,0.25,False,一致但证据或置信度不足，标记为风险共识
csqa_7852,dynamic_decision,D,0.849375,medium,1.0,0.9125,0.5,0.25,False,一致但证据或置信度不足，标记为风险共识
csqa_7858,dynamic_decision,E,0.956125,low,1.0,0.9575,1.0,0.25,False,低风险采纳
csqa_7866,dynamic_decision,E,0.945625,low,1.0,0.8875,1.0,0.25,False,低风险采纳
csqa_7890,dynamic_decision,B,0.908,low,1.0,0.97,0.75,0.25,False,低风险采纳
csqa_7961,dynamic_decision,D,0.8975,low,1.0,0.9,0.75,0.25,False,低风险采纳
csqa_7999,dynamic_decision,E,0.956125,low,1.0,0.9575,1.0,0.25,False,低风险采纳
csqa_8021,dynamic_decision,A,0.891875,low,1.0,0.8625,0.75,0.25,False,低风险采纳
csqa_8032,dynamic_decision,,0.313125,high,0.25,0.8875,1.0,1.0,True,无唯一多数答案，建议人工复核
csqa_8076,dynamic_decision,B,0.95125,low,1.0,0.925,1.0,0.25,False,低风险采纳
csqa_8093,dynamic_decision,B,0.938125,low,1.0,0.8375,1.0,0.25,False,低风险采纳
csqa_8114,dynamic_decision,D,0.89375,low,1.0,0.875,0.75,0.25,False,低风险采纳
csqa_8115,dynamic_decision,B,0.945625,low,1.0,0.8875,1.0,0.25,False,低风险采纳
csqa_8148,dynamic_decision,E,0.938875,low,1.0,0.8425,1.0,0.25,False,低风险采纳
csqa_8215,dynamic_decision,A,0.584375,medium,0.75,0.8625,0.75,0.5,True,触发少数派预警
csqa_8222,dynamic_decision,A,0.90125,low,1.0,0.925,0.75,0.25,False,低风险采纳
csqa_8250,dynamic_decision,B,0.895625,low,1.0,0.8875,0.75,0.25,False,低风险采纳
csqa_8257,dynamic_decision,B,0.906875,low,1.0,0.9625,0.75,0.25,False,低风险采纳
csqa_8274,dynamic_decision,,0.441875,high,0.5,0.9125,0.75,0.5,True,无唯一多数答案，建议人工复核
csqa_8276,dynamic_decision,,0.387,high,0.5,0.88,0.5,0.5,True,无唯一多数答案，建议人工复核
csqa_8286,dynamic_decision,D,0.90875,low,1.0,0.975,0.75,0.25,False,低风险采纳
csqa_8292,dynamic_decision,B,0.834375,medium,1.0,0.8125,0.5,0.25,False,一致但证据或置信度不足，标记为风险共识
csqa_8294,dynamic_decision,A,0.842625,medium,1.0,0.8675,0.5,0.25,False,一致但证据或置信度不足，标记为风险共识
csqa_8311,dynamic_decision,E,0.945625,low,1.0,0.8875,1.0,0.25,False,低风险采纳
csqa_8356,dynamic_decision,B,0.908,low,1.0,0.97,0.75,0.25,False,低风险采纳
csqa_8378,dynamic_decision,E,0.945625,low,1.0,0.8875,1.0,0.25,False,低风险采纳
csqa_8384,dynamic_decision,A,0.63625,medium,0.75,0.875,1.0,0.5,True,触发少数派预警
csqa_8476,dynamic_decision,,0.423125,high,0.5,0.7875,0.75,0.5,True,无唯一多数答案，建议人工复核
csqa_8484,dynamic_decision,A,0.8975,low,1.0,0.9,0.75,0.25,False,低风险采纳
csqa_8491,dynamic_decision,,0.438125,high,0.5,0.8875,0.75,0.5,True,无唯一多数答案，建议人工复核
csqa_8542,dynamic_decision,D,0.591875,medium,0.75,0.9125,0.75,0.5,True,触发少数派预警
csqa_8561,dynamic_decision,E,0.891875,low,1.0,0.8625,0.75,0.25,False,低风险采纳
csqa_8623,dynamic_decision,B,0.945625,low,1.0,0.8875,1.0,0.25,False,低风险采纳
csqa_8745,dynamic_decision,B,0.404375,high,0.75,0.8625,0.25,0.5,True,触发少数派预警
csqa_8812,dynamic_decision,A,0.53625,medium,0.75,0.875,0.5,0.5,True,触发少数派预警
csqa_8819,dynamic_decision,C,0.471875,medium,0.5,0.8625,1.0,0.75,True,采纳多数答案，并根据可靠性评分分级
csqa_8826,dynamic_decision,B,0.945625,low,1.0,0.8875,1.0,0.25,False,低风险采纳
csqa_8852,dynamic_decision,C,0.54,medium,0.75,0.9,0.5,0.5,True,触发少数派预警
csqa_8863,dynamic_decision,D,0.841875,medium,1.0,0.8625,0.5,0.25,False,一致但证据或置信度不足，标记为风险共识
csqa_8947,dynamic_decision,C,0.85125,medium,1.0,0.925,0.5,0.25,False,一致但证据或置信度不足，标记为风险共识
csqa_8950,dynamic_decision,C,0.58625,medium,0.75,0.875,0.75,0.5,True,触发少数派预警
csqa_8986,dynamic_decision,A,0.588125,medium,0.75,0.8875,0.75,0.5,True,触发少数派预警
csqa_8998,dynamic_decision,A,0.526875,medium,0.75,0.8125,0.5,0.5,True,触发少数派预警
csqa_9043,dynamic_decision,A,0.95125,low,1.0,0.925,1.0,0.25,False,低风险采纳
csqa_9071,dynamic_decision,A,0.4245,medium,0.5,0.88,0.75,0.75,True,采纳多数答案，并根据可靠性评分分级
csqa_9117,dynamic_decision,D,0.905,low,1.0,0.95,0.75,0.25,False,低风险采纳
csqa_9281,dynamic_decision,A,0.909875,low,1.0,0.9825,0.75,0.25,False,低风险采纳
csqa_9319,dynamic_decision,E,0.638125,medium,0.75,0.8875,1.0,0.5,True,触发少数派预警
csqa_9335,dynamic_decision,,0.438125,high,0.5,0.8875,0.75,0.5,True,无唯一多数答案，建议人工复核
csqa_9355,dynamic_decision,B,0.84075,medium,1.0,0.855,0.5,0.25,False,一致但证据或置信度不足，标记为风险共识
csqa_9372,dynamic_decision,C,0.945625,low,1.0,0.8875,1.0,0.25,False,低风险采纳
csqa_9388,dynamic_decision,,0.430625,high,0.5,0.8375,0.75,0.5,True,无唯一多数答案，建议人工复核
csqa_9434,dynamic_decision,A,0.895625,low,1.0,0.8875,0.75,0.25,False,低风险采纳
csqa_9473,dynamic_decision,D,0.90125,low,1.0,0.925,0.75,0.25,False,低风险采纳
csqa_9509,dynamic_decision,B,0.906125,low,1.0,0.9575,0.75,0.25,False,低风险采纳
csqa_9513,dynamic_decision,B,0.9475,low,1.0,0.9,1.0,0.25,False,低风险采纳
csqa_9572,dynamic_decision,,0.484375,high,0.5,0.8625,1.0,0.5,True,无唯一多数答案，建议人工复核
csqa_9602,dynamic_decision,D,0.905,low,1.0,0.95,0.75,0.25,False,低风险采纳
csqa_9604,dynamic_decision,B,0.956125,low,1.0,0.9575,1.0,0.25,False,低风险采纳
csqa_9618,dynamic_decision,E,0.9475,low,1.0,0.9,1.0,0.25,False,低风险采纳
csqa_9637,dynamic_decision,A,0.895625,low,1.0,0.8875,0.75,0.25,False,低风险采纳
csqa_9689,dynamic_decision,D,0.888875,low,1.0,0.8425,0.75,0.25,False,低风险采纳
csqa_9701,dynamic_decision,A,0.310625,medium,0.5,0.7875,0.25,0.75,True,采纳多数答案，并根据可靠性评分分级
