feedback_item_id,annotation_batch,risk_level,recommended_action,risk_reasons,meaning_preservation_predicted,status,risk_score,review_confidence,evidence_signal,review_priority,review_explanation,safety_graph_active_dimensions,safety_graph_active_signals,safety_graph_path,safety_graph_summary,safety_graph_nodes,safety_graph_edges
FB-020,2,medium,teacher_review,too_vague,unclear,needs_teacher_review,0.44,0.7,none,normal,Medium-risk feedback is routed to teacher review; evidence=none; risk_score=0.440; reasons=too_vague.,specificity,too_vague,target_span -> ai_suggestion -> specificity -> teacher_review,Feedback Safety Graph activates specificity; meaning=unclear; evidence=none; route=teacher_review.,"[{""id"": ""FB-020:target_span"", ""label"": ""Target span"", ""type"": ""student_text"", ""value"": ""This way""}, {""id"": ""FB-020:context"", ""label"": ""Surrounding context"", ""type"": ""student_text"", ""value"": ""This way, students mental health can be protected and evaluation can be more fair.""}, {""id"": ""FB-020:suggestion"", ""label"": ""AI suggestion"", ""type"": ""ai_feedback"", ""value"": ""Add a clearer transition such as: In this way, evaluation becomes more balanced.""}, {""id"": ""FB-020:rationale"", ""label"": ""AI rationale"", ""type"": ""ai_feedback"", ""value"": ""This improves coherence between the recommendation and the conclusion.""}, {""id"": ""FB-020:issue"", ""label"": ""Predicted issue type"", ""type"": ""rubric"", ""value"": ""coherence""}, {""id"": ""FB-020:evidence"", ""label"": ""Evidence signal"", ""type"": ""evidence_status"", ""value"": ""none""}, {""id"": ""FB-020:route"", ""label"": ""Routing decision"", ""meaning_preservation_predicted"": ""unclear"", ""risk_level"": ""medium"", ""risk_score"": 0.44, ""type"": ""routing_decision"", ""value"": ""teacher_review""}, {""active_signals"": ""too_vague"", ""id"": ""FB-020:dimension:specificity"", ""label"": ""Feedback specificity"", ""severity"": ""medium"", ""type"": ""safety_dimension""}]","[{""relation"": ""contains"", ""source"": ""FB-020:context"", ""target"": ""FB-020:target_span""}, {""relation"": ""is_revised_by"", ""source"": ""FB-020:target_span"", ""target"": ""FB-020:suggestion""}, {""relation"": ""informs_route"", ""source"": ""FB-020:issue"", ""target"": ""FB-020:route""}, {""relation"": ""informs_route"", ""source"": ""FB-020:evidence"", ""target"": ""FB-020:route""}, {""relation"": ""explains"", ""source"": ""FB-020:rationale"", ""target"": ""FB-020:suggestion""}, {""relation"": ""activates"", ""source"": ""FB-020:suggestion"", ""target"": ""FB-020:dimension:specificity""}, {""relation"": ""justifies_route"", ""source"": ""FB-020:dimension:specificity"", ""target"": ""FB-020:route""}]"
FB-021,2,low,auto_accept,local_language_edit,preserves_meaning,auto_accepted,0.1,0.77,none,low,Low-risk local edit; evidence=none; risk_score=0.100; reasons=local_language_edit.,local_edit,too_vague,target_span -> ai_suggestion -> local_edit -> auto_accept,Feedback Safety Graph activates local_edit; meaning=preserves_meaning; evidence=none; route=auto_accept.,"[{""id"": ""FB-021:target_span"", ""label"": ""Target span"", ""type"": ""student_text"", ""value"": ""The two novels both show""}, {""id"": ""FB-021:context"", ""label"": ""Surrounding context"", ""type"": ""student_text"", ""value"": ""The two novels both show young characters who want independence.""}, {""id"": ""FB-021:suggestion"", ""label"": ""AI suggestion"", ""type"": ""ai_feedback"", ""value"": ""Change to 'Both novels show'.""}, {""id"": ""FB-021:rationale"", ""label"": ""AI rationale"", ""type"": ""ai_feedback"", ""value"": ""This is a concise local style improvement.""}, {""id"": ""FB-021:issue"", ""label"": ""Predicted issue type"", ""type"": ""rubric"", ""value"": ""vocabulary""}, {""id"": ""FB-021:evidence"", ""label"": ""Evidence signal"", ""type"": ""evidence_status"", ""value"": ""none""}, {""id"": ""FB-021:route"", ""label"": ""Routing decision"", ""meaning_preservation_predicted"": ""preserves_meaning"", ""risk_level"": ""low"", ""risk_score"": 0.1, ""type"": ""routing_decision"", ""value"": ""auto_accept""}, {""active_signals"": ""local_language_edit"", ""id"": ""FB-021:dimension:local_edit"", ""label"": ""Local language edit"", ""severity"": ""low"", ""type"": ""safety_dimension""}]","[{""relation"": ""contains"", ""source"": ""FB-021:context"", ""target"": ""FB-021:target_span""}, {""relation"": ""is_revised_by"", ""source"": ""FB-021:target_span"", ""target"": ""FB-021:suggestion""}, {""relation"": ""informs_route"", ""source"": ""FB-021:issue"", ""target"": ""FB-021:route""}, {""relation"": ""informs_route"", ""source"": ""FB-021:evidence"", ""target"": ""FB-021:route""}, {""relation"": ""explains"", ""source"": ""FB-021:rationale"", ""target"": ""FB-021:suggestion""}, {""relation"": ""activates"", ""source"": ""FB-021:suggestion"", ""target"": ""FB-021:dimension:local_edit""}, {""relation"": ""justifies_route"", ""source"": ""FB-021:dimension:local_edit"", ""target"": ""FB-021:route""}]"
FB-022,2,low,auto_accept,local_language_edit,preserves_meaning,auto_accepted,0.1,0.77,none,low,Low-risk local edit; evidence=none; risk_score=0.100; reasons=local_language_edit.,local_edit,too_vague,target_span -> ai_suggestion -> local_edit -> auto_accept,Feedback Safety Graph activates local_edit; meaning=preserves_meaning; evidence=none; route=auto_accept.,"[{""id"": ""FB-022:target_span"", ""label"": ""Target span"", ""type"": ""student_text"", ""value"": ""more brave""}, {""id"": ""FB-022:context"", ""label"": ""Surrounding context"", ""type"": ""student_text"", ""value"": ""The first protagonist is more brave because she decides to leave a safe home""}, {""id"": ""FB-022:suggestion"", ""label"": ""AI suggestion"", ""type"": ""ai_feedback"", ""value"": ""Change to 'braver'.""}, {""id"": ""FB-022:rationale"", ""label"": ""AI rationale"", ""type"": ""ai_feedback"", ""value"": ""This is the standard comparative form.""}, {""id"": ""FB-022:issue"", ""label"": ""Predicted issue type"", ""type"": ""rubric"", ""value"": ""grammar""}, {""id"": ""FB-022:evidence"", ""label"": ""Evidence signal"", ""type"": ""evidence_status"", ""value"": ""none""}, {""id"": ""FB-022:route"", ""label"": ""Routing decision"", ""meaning_preservation_predicted"": ""preserves_meaning"", ""risk_level"": ""low"", ""risk_score"": 0.1, ""type"": ""routing_decision"", ""value"": ""auto_accept""}, {""active_signals"": ""local_language_edit"", ""id"": ""FB-022:dimension:local_edit"", ""label"": ""Local language edit"", ""severity"": ""low"", ""type"": ""safety_dimension""}]","[{""relation"": ""contains"", ""source"": ""FB-022:context"", ""target"": ""FB-022:target_span""}, {""relation"": ""is_revised_by"", ""source"": ""FB-022:target_span"", ""target"": ""FB-022:suggestion""}, {""relation"": ""informs_route"", ""source"": ""FB-022:issue"", ""target"": ""FB-022:route""}, {""relation"": ""informs_route"", ""source"": ""FB-022:evidence"", ""target"": ""FB-022:route""}, {""relation"": ""explains"", ""source"": ""FB-022:rationale"", ""target"": ""FB-022:suggestion""}, {""relation"": ""activates"", ""source"": ""FB-022:suggestion"", ""target"": ""FB-022:dimension:local_edit""}, {""relation"": ""justifies_route"", ""source"": ""FB-022:dimension:local_edit"", ""target"": ""FB-022:route""}]"
FB-023,2,medium,teacher_review,meaning_change,unclear,needs_teacher_review,0.52,0.7,none,normal,Medium-risk feedback is routed to teacher review; evidence=none; risk_score=0.520; reasons=meaning_change.,meaning_preservation,meaning_change,target_span -> ai_suggestion -> meaning_preservation -> teacher_review,Feedback Safety Graph activates meaning_preservation; meaning=unclear; evidence=none; route=teacher_review.,"[{""id"": ""FB-023:target_span"", ""label"": ""Target span"", ""type"": ""student_text"", ""value"": ""the first protagonist is more brave""}, {""id"": ""FB-023:context"", ""label"": ""Surrounding context"", ""type"": ""student_text"", ""value"": ""The first protagonist is more brave because she decides to leave a safe home""}, {""id"": ""FB-023:suggestion"", ""label"": ""AI suggestion"", ""type"": ""ai_feedback"", ""value"": ""Rewrite the comparison to say the first protagonist is selfish and irresponsible.""}, {""id"": ""FB-023:rationale"", ""label"": ""AI rationale"", ""type"": ""ai_feedback"", ""value"": ""This makes the character contrast stronger.""}, {""id"": ""FB-023:issue"", ""label"": ""Predicted issue type"", ""type"": ""rubric"", ""value"": ""meaning_change""}, {""id"": ""FB-023:evidence"", ""label"": ""Evidence signal"", ""type"": ""evidence_status"", ""value"": ""none""}, {""id"": ""FB-023:route"", ""label"": ""Routing decision"", ""meaning_preservation_predicted"": ""unclear"", ""risk_level"": ""medium"", ""risk_score"": 0.52, ""type"": ""routing_decision"", ""value"": ""teacher_review""}, {""active_signals"": ""meaning_change"", ""id"": ""FB-023:dimension:meaning_preservation"", ""label"": ""Meaning preservation"", ""severity"": ""high"", ""type"": ""safety_dimension""}]","[{""relation"": ""contains"", ""source"": ""FB-023:context"", ""target"": ""FB-023:target_span""}, {""relation"": ""is_revised_by"", ""source"": ""FB-023:target_span"", ""target"": ""FB-023:suggestion""}, {""relation"": ""informs_route"", ""source"": ""FB-023:issue"", ""target"": ""FB-023:route""}, {""relation"": ""informs_route"", ""source"": ""FB-023:evidence"", ""target"": ""FB-023:route""}, {""relation"": ""explains"", ""source"": ""FB-023:rationale"", ""target"": ""FB-023:suggestion""}, {""relation"": ""activates"", ""source"": ""FB-023:suggestion"", ""target"": ""FB-023:dimension:meaning_preservation""}, {""relation"": ""justifies_route"", ""source"": ""FB-023:dimension:meaning_preservation"", ""target"": ""FB-023:route""}]"
FB-024,2,medium,teacher_review,unsupported_claim,unclear,needs_teacher_review,0.52,0.7,none,normal,Medium-risk feedback is routed to teacher review; evidence=none; risk_score=0.520; reasons=unsupported_claim.,content_grounding,unsupported_claim,target_span -> ai_suggestion -> content_grounding -> teacher_review,Feedback Safety Graph activates content_grounding; meaning=unclear; evidence=none; route=teacher_review.,"[{""id"": ""FB-024:target_span"", ""label"": ""Target span"", ""type"": ""student_text"", ""value"": ""both characters learn that freedom also brings responsibility""}, {""id"": ""FB-024:context"", ""label"": ""Surrounding context"", ""type"": ""student_text"", ""value"": ""However, both characters learn that freedom also brings responsibility.""}, {""id"": ""FB-024:suggestion"", ""label"": ""AI suggestion"", ""type"": ""ai_feedback"", ""value"": ""Add a quotation from Chapter 8 proving that both characters regret seeking freedom.""}, {""id"": ""FB-024:rationale"", ""label"": ""AI rationale"", ""type"": ""ai_feedback"", ""value"": ""This would make the literary comparison more convincing.""}, {""id"": ""FB-024:issue"", ""label"": ""Predicted issue type"", ""type"": ""rubric"", ""value"": ""unsupported_claim""}, {""id"": ""FB-024:evidence"", ""label"": ""Evidence signal"", ""type"": ""evidence_status"", ""value"": ""none""}, {""id"": ""FB-024:route"", ""label"": ""Routing decision"", ""meaning_preservation_predicted"": ""unclear"", ""risk_level"": ""medium"", ""risk_score"": 0.52, ""type"": ""routing_decision"", ""value"": ""teacher_review""}, {""active_signals"": ""unsupported_claim"", ""id"": ""FB-024:dimension:content_grounding"", ""label"": ""Content grounding"", ""severity"": ""high"", ""type"": ""safety_dimension""}]","[{""relation"": ""contains"", ""source"": ""FB-024:context"", ""target"": ""FB-024:target_span""}, {""relation"": ""is_revised_by"", ""source"": ""FB-024:target_span"", ""target"": ""FB-024:suggestion""}, {""relation"": ""informs_route"", ""source"": ""FB-024:issue"", ""target"": ""FB-024:route""}, {""relation"": ""informs_route"", ""source"": ""FB-024:evidence"", ""target"": ""FB-024:route""}, {""relation"": ""explains"", ""source"": ""FB-024:rationale"", ""target"": ""FB-024:suggestion""}, {""relation"": ""activates"", ""source"": ""FB-024:suggestion"", ""target"": ""FB-024:dimension:content_grounding""}, {""relation"": ""justifies_route"", ""source"": ""FB-024:dimension:content_grounding"", ""target"": ""FB-024:route""}]"
FB-025,2,medium,teacher_review,overcorrection,unclear,needs_teacher_review,0.52,0.7,none,normal,Medium-risk feedback is routed to teacher review; evidence=none; risk_score=0.520; reasons=overcorrection.,meaning_preservation,overcorrection,target_span -> ai_suggestion -> meaning_preservation -> teacher_review,Feedback Safety Graph activates meaning_preservation; meaning=unclear; evidence=none; route=teacher_review.,"[{""id"": ""FB-025:target_span"", ""label"": ""Target span"", ""type"": ""student_text"", ""value"": ""This comparison helps readers understand""}, {""id"": ""FB-025:context"", ""label"": ""Surrounding context"", ""type"": ""student_text"", ""value"": ""This comparison helps readers understand how different writers describe growing up.""}, {""id"": ""FB-025:suggestion"", ""label"": ""AI suggestion"", ""type"": ""ai_feedback"", ""value"": ""Rewrite the whole paragraph in a more advanced literary style.""}, {""id"": ""FB-025:rationale"", ""label"": ""AI rationale"", ""type"": ""ai_feedback"", ""value"": ""The paragraph sounds simple and needs stronger academic language.""}, {""id"": ""FB-025:issue"", ""label"": ""Predicted issue type"", ""type"": ""rubric"", ""value"": ""overcorrection""}, {""id"": ""FB-025:evidence"", ""label"": ""Evidence signal"", ""type"": ""evidence_status"", ""value"": ""none""}, {""id"": ""FB-025:route"", ""label"": ""Routing decision"", ""meaning_preservation_predicted"": ""unclear"", ""risk_level"": ""medium"", ""risk_score"": 0.52, ""type"": ""routing_decision"", ""value"": ""teacher_review""}, {""active_signals"": ""overcorrection"", ""id"": ""FB-025:dimension:meaning_preservation"", ""label"": ""Meaning preservation"", ""severity"": ""high"", ""type"": ""safety_dimension""}]","[{""relation"": ""contains"", ""source"": ""FB-025:context"", ""target"": ""FB-025:target_span""}, {""relation"": ""is_revised_by"", ""source"": ""FB-025:target_span"", ""target"": ""FB-025:suggestion""}, {""relation"": ""informs_route"", ""source"": ""FB-025:issue"", ""target"": ""FB-025:route""}, {""relation"": ""informs_route"", ""source"": ""FB-025:evidence"", ""target"": ""FB-025:route""}, {""relation"": ""explains"", ""source"": ""FB-025:rationale"", ""target"": ""FB-025:suggestion""}, {""relation"": ""activates"", ""source"": ""FB-025:suggestion"", ""target"": ""FB-025:dimension:meaning_preservation""}, {""relation"": ""justifies_route"", ""source"": ""FB-025:dimension:meaning_preservation"", ""target"": ""FB-025:route""}]"
FB-026,2,medium,teacher_review,too_vague,unclear,needs_teacher_review,0.32,0.7,none,normal,Medium-risk feedback is routed to teacher review; evidence=none; risk_score=0.320; reasons=too_vague.,specificity,too_vague,target_span -> ai_suggestion -> specificity -> teacher_review,Feedback Safety Graph activates specificity; meaning=unclear; evidence=none; route=teacher_review.,"[{""id"": ""FB-026:target_span"", ""label"": ""Target span"", ""type"": ""student_text"", ""value"": ""different writers describe growing up""}, {""id"": ""FB-026:context"", ""label"": ""Surrounding context"", ""type"": ""student_text"", ""value"": ""This comparison helps readers understand how different writers describe growing up.""}, {""id"": ""FB-026:suggestion"", ""label"": ""AI suggestion"", ""type"": ""ai_feedback"", ""value"": ""Specify whether the comparison focuses on character development, narrative perspective, or theme.""}, {""id"": ""FB-026:rationale"", ""label"": ""AI rationale"", ""type"": ""ai_feedback"", ""value"": ""The feedback makes the analytical focus clearer.""}, {""id"": ""FB-026:issue"", ""label"": ""Predicted issue type"", ""type"": ""rubric"", ""value"": ""argument_clarity""}, {""id"": ""FB-026:evidence"", ""label"": ""Evidence signal"", ""type"": ""evidence_status"", ""value"": ""none""}, {""id"": ""FB-026:route"", ""label"": ""Routing decision"", ""meaning_preservation_predicted"": ""unclear"", ""risk_level"": ""medium"", ""risk_score"": 0.32, ""type"": ""routing_decision"", ""value"": ""teacher_review""}, {""active_signals"": ""too_vague"", ""id"": ""FB-026:dimension:specificity"", ""label"": ""Feedback specificity"", ""severity"": ""medium"", ""type"": ""safety_dimension""}]","[{""relation"": ""contains"", ""source"": ""FB-026:context"", ""target"": ""FB-026:target_span""}, {""relation"": ""is_revised_by"", ""source"": ""FB-026:target_span"", ""target"": ""FB-026:suggestion""}, {""relation"": ""informs_route"", ""source"": ""FB-026:issue"", ""target"": ""FB-026:route""}, {""relation"": ""informs_route"", ""source"": ""FB-026:evidence"", ""target"": ""FB-026:route""}, {""relation"": ""explains"", ""source"": ""FB-026:rationale"", ""target"": ""FB-026:suggestion""}, {""relation"": ""activates"", ""source"": ""FB-026:suggestion"", ""target"": ""FB-026:dimension:specificity""}, {""relation"": ""justifies_route"", ""source"": ""FB-026:dimension:specificity"", ""target"": ""FB-026:route""}]"
FB-027,2,low,auto_accept,local_language_edit,preserves_meaning,auto_accepted,0.1,0.77,none,low,Low-risk local edit; evidence=none; risk_score=0.100; reasons=local_language_edit.,local_edit,too_vague,target_span -> ai_suggestion -> local_edit -> auto_accept,Feedback Safety Graph activates local_edit; meaning=preserves_meaning; evidence=none; route=auto_accept.,"[{""id"": ""FB-027:target_span"", ""label"": ""Target span"", ""type"": ""student_text"", ""value"": ""depend on AI too much""}, {""id"": ""FB-027:context"", ""label"": ""Surrounding context"", ""type"": ""student_text"", ""value"": ""students may depend on AI too much and stop thinking by themselves""}, {""id"": ""FB-027:suggestion"", ""label"": ""AI suggestion"", ""type"": ""ai_feedback"", ""value"": ""Change to 'become overly dependent on AI'.""}, {""id"": ""FB-027:rationale"", ""label"": ""AI rationale"", ""type"": ""ai_feedback"", ""value"": ""This is a more academic phrase with the same meaning.""}, {""id"": ""FB-027:issue"", ""label"": ""Predicted issue type"", ""type"": ""rubric"", ""value"": ""vocabulary""}, {""id"": ""FB-027:evidence"", ""label"": ""Evidence signal"", ""type"": ""evidence_status"", ""value"": ""none""}, {""id"": ""FB-027:route"", ""label"": ""Routing decision"", ""meaning_preservation_predicted"": ""preserves_meaning"", ""risk_level"": ""low"", ""risk_score"": 0.1, ""type"": ""routing_decision"", ""value"": ""auto_accept""}, {""active_signals"": ""local_language_edit"", ""id"": ""FB-027:dimension:local_edit"", ""label"": ""Local language edit"", ""severity"": ""low"", ""type"": ""safety_dimension""}]","[{""relation"": ""contains"", ""source"": ""FB-027:context"", ""target"": ""FB-027:target_span""}, {""relation"": ""is_revised_by"", ""source"": ""FB-027:target_span"", ""target"": ""FB-027:suggestion""}, {""relation"": ""informs_route"", ""source"": ""FB-027:issue"", ""target"": ""FB-027:route""}, {""relation"": ""informs_route"", ""source"": ""FB-027:evidence"", ""target"": ""FB-027:route""}, {""relation"": ""explains"", ""source"": ""FB-027:rationale"", ""target"": ""FB-027:suggestion""}, {""relation"": ""activates"", ""source"": ""FB-027:suggestion"", ""target"": ""FB-027:dimension:local_edit""}, {""relation"": ""justifies_route"", ""source"": ""FB-027:dimension:local_edit"", ""target"": ""FB-027:route""}]"
FB-028,2,high,teacher_review,meaning_change;overcorrection,changes_meaning,needs_teacher_review,1.0,0.78,none,urgent,"High-risk feedback is routed to teacher review; evidence=none; risk_score=1.000; reasons=meaning_change, overcorrection.",meaning_preservation,meaning_change;overcorrection,target_span -> ai_suggestion -> meaning_preservation -> teacher_review,Feedback Safety Graph activates meaning_preservation; meaning=changes_meaning; evidence=none; route=teacher_review.,"[{""id"": ""FB-028:target_span"", ""label"": ""Target span"", ""type"": ""student_text"", ""value"": ""schools should teach students how to use AI as a helper""}, {""id"": ""FB-028:context"", ""label"": ""Surrounding context"", ""type"": ""student_text"", ""value"": ""schools should teach students how to use AI as a helper, not as a writer""}, {""id"": ""FB-028:suggestion"", ""label"": ""AI suggestion"", ""type"": ""ai_feedback"", ""value"": ""Replace the paragraph with a claim that AI tools should be banned in all schools.""}, {""id"": ""FB-028:rationale"", ""label"": ""AI rationale"", ""type"": ""ai_feedback"", ""value"": ""This gives the paragraph a clearer stance.""}, {""id"": ""FB-028:issue"", ""label"": ""Predicted issue type"", ""type"": ""rubric"", ""value"": ""meaning_change""}, {""id"": ""FB-028:evidence"", ""label"": ""Evidence signal"", ""type"": ""evidence_status"", ""value"": ""none""}, {""id"": ""FB-028:route"", ""label"": ""Routing decision"", ""meaning_preservation_predicted"": ""changes_meaning"", ""risk_level"": ""high"", ""risk_score"": 1.0, ""type"": ""routing_decision"", ""value"": ""teacher_review""}, {""active_signals"": ""meaning_change,overcorrection"", ""id"": ""FB-028:dimension:meaning_preservation"", ""label"": ""Meaning preservation"", ""severity"": ""high"", ""type"": ""safety_dimension""}]","[{""relation"": ""contains"", ""source"": ""FB-028:context"", ""target"": ""FB-028:target_span""}, {""relation"": ""is_revised_by"", ""source"": ""FB-028:target_span"", ""target"": ""FB-028:suggestion""}, {""relation"": ""informs_route"", ""source"": ""FB-028:issue"", ""target"": ""FB-028:route""}, {""relation"": ""informs_route"", ""source"": ""FB-028:evidence"", ""target"": ""FB-028:route""}, {""relation"": ""explains"", ""source"": ""FB-028:rationale"", ""target"": ""FB-028:suggestion""}, {""relation"": ""activates"", ""source"": ""FB-028:suggestion"", ""target"": ""FB-028:dimension:meaning_preservation""}, {""relation"": ""justifies_route"", ""source"": ""FB-028:dimension:meaning_preservation"", ""target"": ""FB-028:route""}]"
FB-029,2,medium,teacher_review,unsupported_claim;too_vague,unclear,needs_teacher_review,0.64,0.7,none,normal,"Medium-risk feedback is routed to teacher review; evidence=none; risk_score=0.640; reasons=unsupported_claim, too_vague.",content_grounding;specificity,unsupported_claim;too_vague,target_span -> ai_suggestion -> content_grounding -> teacher_review,"Feedback Safety Graph activates content_grounding, specificity; meaning=unclear; evidence=none; route=teacher_review.","[{""id"": ""FB-029:target_span"", ""label"": ""Target span"", ""type"": ""student_text"", ""value"": ""AI tools can help students find examples""}, {""id"": ""FB-029:context"", ""label"": ""Surrounding context"", ""type"": ""student_text"", ""value"": ""AI tools can help students find examples and correct simple grammar mistakes.""}, {""id"": ""FB-029:suggestion"", ""label"": ""AI suggestion"", ""type"": ""ai_feedback"", ""value"": ""Add a Harvard study saying AI tools improve every student score by 40 percent.""}, {""id"": ""FB-029:rationale"", ""label"": ""AI rationale"", ""type"": ""ai_feedback"", ""value"": ""A named study will make the opening sentence sound authoritative.""}, {""id"": ""FB-029:issue"", ""label"": ""Predicted issue type"", ""type"": ""rubric"", ""value"": ""unsupported_claim""}, {""id"": ""FB-029:evidence"", ""label"": ""Evidence signal"", ""type"": ""evidence_status"", ""value"": ""none""}, {""id"": ""FB-029:route"", ""label"": ""Routing decision"", ""meaning_preservation_predicted"": ""unclear"", ""risk_level"": ""medium"", ""risk_score"": 0.64, ""type"": ""routing_decision"", ""value"": ""teacher_review""}, {""active_signals"": ""unsupported_claim"", ""id"": ""FB-029:dimension:content_grounding"", ""label"": ""Content grounding"", ""severity"": ""high"", ""type"": ""safety_dimension""}, {""active_signals"": ""too_vague"", ""id"": ""FB-029:dimension:specificity"", ""label"": ""Feedback specificity"", ""severity"": ""medium"", ""type"": ""safety_dimension""}]","[{""relation"": ""contains"", ""source"": ""FB-029:context"", ""target"": ""FB-029:target_span""}, {""relation"": ""is_revised_by"", ""source"": ""FB-029:target_span"", ""target"": ""FB-029:suggestion""}, {""relation"": ""informs_route"", ""source"": ""FB-029:issue"", ""target"": ""FB-029:route""}, {""relation"": ""informs_route"", ""source"": ""FB-029:evidence"", ""target"": ""FB-029:route""}, {""relation"": ""explains"", ""source"": ""FB-029:rationale"", ""target"": ""FB-029:suggestion""}, {""relation"": ""activates"", ""source"": ""FB-029:suggestion"", ""target"": ""FB-029:dimension:content_grounding""}, {""relation"": ""justifies_route"", ""source"": ""FB-029:dimension:content_grounding"", ""target"": ""FB-029:route""}, {""relation"": ""activates"", ""source"": ""FB-029:suggestion"", ""target"": ""FB-029:dimension:specificity""}, {""relation"": ""justifies_route"", ""source"": ""FB-029:dimension:specificity"", ""target"": ""FB-029:route""}]"
FB-030,2,medium,teacher_review,local_language_edit;teacher_dependent,unclear,needs_teacher_review,0.32,0.7,none,normal,"Medium-risk feedback is routed to teacher review; evidence=none; risk_score=0.320; reasons=local_language_edit, teacher_dependent.",local_edit;specificity,teacher_dependent,target_span -> ai_suggestion -> specificity -> teacher_review,"Feedback Safety Graph activates local_edit, specificity; meaning=unclear; evidence=none; route=teacher_review.","[{""id"": ""FB-030:target_span"", ""label"": ""Target span"", ""type"": ""student_text"", ""value"": ""not as a writer""}, {""id"": ""FB-030:context"", ""label"": ""Surrounding context"", ""type"": ""student_text"", ""value"": ""schools should teach students how to use AI as a helper, not as a writer""}, {""id"": ""FB-030:suggestion"", ""label"": ""AI suggestion"", ""type"": ""ai_feedback"", ""value"": ""If the teacher wants, change the comma to a semicolon before not as a writer.""}, {""id"": ""FB-030:rationale"", ""label"": ""AI rationale"", ""type"": ""ai_feedback"", ""value"": ""This is a minor punctuation preference.""}, {""id"": ""FB-030:issue"", ""label"": ""Predicted issue type"", ""type"": ""rubric"", ""value"": ""grammar""}, {""id"": ""FB-030:evidence"", ""label"": ""Evidence signal"", ""type"": ""evidence_status"", ""value"": ""none""}, {""id"": ""FB-030:route"", ""label"": ""Routing decision"", ""meaning_preservation_predicted"": ""unclear"", ""risk_level"": ""medium"", ""risk_score"": 0.32, ""type"": ""routing_decision"", ""value"": ""teacher_review""}, {""active_signals"": ""local_language_edit"", ""id"": ""FB-030:dimension:local_edit"", ""label"": ""Local language edit"", ""severity"": ""low"", ""type"": ""safety_dimension""}, {""active_signals"": ""teacher_dependent"", ""id"": ""FB-030:dimension:specificity"", ""label"": ""Feedback specificity"", ""severity"": ""medium"", ""type"": ""safety_dimension""}]","[{""relation"": ""contains"", ""source"": ""FB-030:context"", ""target"": ""FB-030:target_span""}, {""relation"": ""is_revised_by"", ""source"": ""FB-030:target_span"", ""target"": ""FB-030:suggestion""}, {""relation"": ""informs_route"", ""source"": ""FB-030:issue"", ""target"": ""FB-030:route""}, {""relation"": ""informs_route"", ""source"": ""FB-030:evidence"", ""target"": ""FB-030:route""}, {""relation"": ""explains"", ""source"": ""FB-030:rationale"", ""target"": ""FB-030:suggestion""}, {""relation"": ""activates"", ""source"": ""FB-030:suggestion"", ""target"": ""FB-030:dimension:local_edit""}, {""relation"": ""justifies_route"", ""source"": ""FB-030:dimension:local_edit"", ""target"": ""FB-030:route""}, {""relation"": ""activates"", ""source"": ""FB-030:suggestion"", ""target"": ""FB-030:dimension:specificity""}, {""relation"": ""justifies_route"", ""source"": ""FB-030:dimension:specificity"", ""target"": ""FB-030:route""}]"
